CityID,Price,DayTypeID,roomtypeID,Shared Room,Private Room,PersonCapID,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km),Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
1,798.6315,1,2,FALSE,FALSE,1,FALSE,FALSE,FALSE,10,99,1,3.4183,1.1743,158.5384,8.3947,200.8452,13.9952
1,854.4044,1,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,10,98,3,3.3858,0.8592,182.7005,9.6741,210.6302,14.677
1,614.44,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,8,78,1,3.6811,0.6261,128.8533,6.8229,160.7574,11.2018
1,283.786,1,1,FALSE,TRUE,1,FALSE,FALSE,FALSE,9,92,1,1.1876,0.7746,450.5355,23.8562,703.8051,49.0422
1,870.1052,1,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,10,98,3,3.7691,1.5272,120.5171,6.3815,156.6121,10.913
1,180.2076,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,9,90,1,2.1964,1.8873,224.2103,11.8721,278.1891,19.3846
1,242.0734,1,1,FALSE,TRUE,1,TRUE,FALSE,FALSE,10,97,1,8.2833,0.5951,55.1082,2.918,68.8178,4.7953
1,418.0629,1,1,FALSE,TRUE,2,FALSE,TRUE,FALSE,9,91,1,3.7521,2.4799,110.1554,5.8328,137.0983,9.5532
1,281.4426,1,1,FALSE,TRUE,1,FALSE,FALSE,FALSE,10,92,1,2.4074,1.3444,183.5326,9.7182,233.4783,16.2691
1,215.1243,1,1,FALSE,TRUE,1,FALSE,FALSE,TRUE,10,93,1,8.5684,0.8094,53.0663,2.8099,66.1789,4.6114
1,448.5272,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,10,97,1,1.1012,0.3516,496.1538,26.2717,682.345,47.5468
1,614.44,1,2,FALSE,FALSE,1,FALSE,FALSE,FALSE,10,98,1,2.379,0.3727,274.1654,14.5172,356.2939,24.8271
1,279.0992,1,1,FALSE,TRUE,1,FALSE,FALSE,TRUE,9,86,1,8.5684,0.8093,53.0663,2.8099,66.1789,4.6114
1,663.6515,1,2,FALSE,FALSE,1,FALSE,FALSE,FALSE,8,80,1,3.6036,0.5668,142.2965,7.5347,180.8728,12.6035
1,279.0992,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,9,96,1,3.0186,0.5247,204.4139,10.8239,265.8392,18.5241
1,1044.6887,1,2,FALSE,FALSE,1,FALSE,FALSE,FALSE,10,100,1,0.7633,0.7397,526.2288,27.8642,605.442,42.1881
1,299.7211,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,9,93,1,4.1372,2.8409,94.1903,4.9874,119.0495,8.2955
1,405.6429,1,2,FALSE,FALSE,1,FALSE,TRUE,FALSE,10,89,1,3.6368,0.4404,123.5755,6.5434,154.2364,10.7474
1,2556.1831,1,2,FALSE,FALSE,4,TRUE,TRUE,FALSE,10,99,3,0.9709,1.096,432.5512,22.9039,512.2378,35.6935
1,985.6349,1,2,FALSE,FALSE,1,FALSE,FALSE,FALSE,10,97,1,2.1196,1.5086,328.1731,17.377,341.1533,23.7721
1,1214.1167,1,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,9,93,0,1.9378,1.5728,184.3358,9.7607,243.1595,16.9437
1,305.814,1,1,FALSE,TRUE,2,TRUE,FALSE,FALSE,10,96,1,3.7108,0.2216,119.5511,6.3303,149.4961,10.4171
1,937.5952,1,1,FALSE,TRUE,2,FALSE,FALSE,TRUE,9,92,1,1.0058,0.5415,475.887,25.1985,761.9765,53.0956
1,292.4566,1,1,FALSE,TRUE,1,TRUE,FALSE,FALSE,9,87,1,4.719,0.7322,112.5621,5.9602,138.7251,9.6666
1,552.8086,1,2,FALSE,FALSE,2,TRUE,TRUE,FALSE,10,99,1,4.4561,0.4127,115.8817,6.136,149.4318,10.4126
1,1228.8801,1,2,FALSE,FALSE,2,FALSE,TRUE,FALSE,8,80,2,4.0185,0.6144,117.6892,6.2317,146.0001,10.1735
1,251.9157,1,1,FALSE,TRUE,1,FALSE,FALSE,FALSE,8,86,1,2.4304,0.3132,157.0122,8.3139,192.156,13.3897
1,258.2429,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,9,91,1,3.1682,0.912,203.6553,10.7837,232.5461,16.2041
1,562.8852,1,1,FALSE,TRUE,2,FALSE,FALSE,FALSE,10,96,1,0.9581,0.9886,525.8758,27.8455,497.4639,34.664
1,462.1189,1,2,FALSE,FALSE,1,FALSE,FALSE,TRUE,10,90,0,0.3714,0.1347,560.6408,29.6863,844.8479,58.8702
1,458.3695,1,2,FALSE,FALSE,1,TRUE,TRUE,FALSE,10,99,1,2.1466,1.3945,395.2376,20.9281,349.669,24.3654
1,184.4257,1,1,FALSE,TRUE,1,TRUE,FALSE,FALSE,10,98,1,3.4721,1.0285,142.3073,7.5353,176.0958,12.2706
1,780.5873,1,2,FALSE,FALSE,2,FALSE,TRUE,FALSE,10,100,2,2.219,0.1534,225.6444,11.948,299.8215,20.892
1,228.716,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,10,90,1,1.2589,1.1348,374.4815,19.829,495.8996,34.555
1,221.4515,1,1,FALSE,TRUE,1,TRUE,TRUE,FALSE,10,100,1,10.8535,0.764,42.0251,2.2253,52.2417,3.6403
1,385.9583,1,1,FALSE,TRUE,1,FALSE,TRUE,FALSE,9,93,0,0.1613,0.3701,625.9068,33.1422,1022.0041,71.2147
1,436.3415,1,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,9,90,1,3.3127,0.5169,131.0241,6.9378,165.0827,11.5032
1,626.3914,1,2,FALSE,FALSE,2,TRUE,TRUE,FALSE,10,97,2,2.2645,0.4557,238.0765,12.6063,310.5956,21.6427
1,835.8915,1,2,FALSE,FALSE,1,FALSE,FALSE,FALSE,10,100,1,1.133,0.42,404.9316,21.4414,564.1879,39.3134
